ACAP2	14	0_HALLMARK_WNT_BETA_CATENIN_SIGNALING	0.071	1_KEGG_CELL_CYCLE	0.071	1_KEGG_RENIN_ANGIOTENSIN_SYSTEM	0.071	1_KEGG_PATHWAYS_IN_CANCER	0.071	1_KEGG_MELANOMA	0.071	1_KEGG_BLADDER_CANCER	0.071	1_KEGG_SMALL_CELL_LUNG_CANCER	0.071	2_EXTRACELLULAR_REGION	0.071	2_EXTRACELLULAR_REGION_PART	0.071	2_EXTRACELLULAR_SPACE	0.071	
CASP2	12	0_HALLMARK_G2M_CHECKPOINT	0.917	0_HALLMARK_E2F_TARGETS	0.917	1_KEGG_CELL_CYCLE	0.917	1_KEGG_P53_SIGNALING_PATHWAY	0.917	2_CELL_CYCLE_GO_0007049	0.917	2_CELL_CYCLE_PROCESS	0.833	2_CELL_CYCLE_PHASE	0.833	2_M_PHASE	0.750	2_CELL_PROLIFERATION_GO_0008283	0.750	2_REGULATION_OF_CELL_CYCLE	0.750	
CBX3	6	2_CELL_PROLIFERATION_GO_0008283	0.833	0_HALLMARK_G2M_CHECKPOINT	0.667	1_KEGG_CELL_CYCLE	0.667	1_KEGG_P53_SIGNALING_PATHWAY	0.667	2_CELL_CYCLE_GO_0007049	0.667	2_REGULATION_OF_CELL_CYCLE	0.667	0_HALLMARK_E2F_TARGETS	0.500	1_KEGG_PATHWAYS_IN_CANCER	0.500	2_M_PHASE	0.500	2_CELL_CYCLE_PROCESS	0.500	
CCNB2	2	0_HALLMARK_MITOTIC_SPINDLE	0.500	0_HALLMARK_G2M_CHECKPOINT	0.500	0_HALLMARK_E2F_TARGETS	0.500	0_HALLMARK_SPERMATOGENESIS	0.500	2_MICROTUBULE_CYTOSKELETON	0.500	2_NON_MEMBRANE_BOUND_ORGANELLE	0.500	2_SPINDLE	0.500	2_CYTOSKELETON	0.500	2_INTRACELLULAR_NON_MEMBRANE_BOUND_ORGANELLE	0.500	2_M_PHASE	0.500	
CCND3	8	1_KEGG_CELL_CYCLE	0.875	1_KEGG_P53_SIGNALING_PATHWAY	0.750	2_REGULATION_OF_CYCLIN_DEPENDENT_PROTEIN_KINASE_ACTIVITY	0.750	0_HALLMARK_E2F_TARGETS	0.625	2_CELL_PROLIFERATION_GO_0008283	0.625	2_CELL_CYCLE_GO_0007049	0.625	2_REGULATION_OF_CELL_CYCLE	0.625	0_HALLMARK_G2M_CHECKPOINT	0.500	1_KEGG_PATHWAYS_IN_CANCER	0.500	1_KEGG_PROSTATE_CANCER	0.375	
CCNE1	47	0_HALLMARK_E2F_TARGETS	0.936	1_KEGG_CELL_CYCLE	0.936	1_KEGG_P53_SIGNALING_PATHWAY	0.936	2_CELL_CYCLE_GO_0007049	0.936	0_HALLMARK_G2M_CHECKPOINT	0.915	2_REGULATION_OF_CELL_CYCLE	0.894	2_CELL_CYCLE_PROCESS	0.872	2_CELL_CYCLE_PHASE	0.851	2_CELL_PROLIFERATION_GO_0008283	0.830	2_M_PHASE	0.809	
CDC25B	11	1_KEGG_CELL_CYCLE	1.000	2_CELL_PROLIFERATION_GO_0008283	1.000	2_CELL_CYCLE_GO_0007049	1.000	2_REGULATION_OF_CELL_CYCLE	1.000	1_KEGG_P53_SIGNALING_PATHWAY	0.909	0_HALLMARK_G2M_CHECKPOINT	0.818	0_HALLMARK_E2F_TARGETS	0.818	2_M_PHASE	0.818	2_CELL_CYCLE_PROCESS	0.818	2_CELL_CYCLE_PHASE	0.818	
CEBPA	24	0_HALLMARK_G2M_CHECKPOINT	0.875	0_HALLMARK_E2F_TARGETS	0.875	2_CELL_PROLIFERATION_GO_0008283	0.875	2_CELL_CYCLE_GO_0007049	0.875	1_KEGG_CELL_CYCLE	0.833	1_KEGG_P53_SIGNALING_PATHWAY	0.833	1_KEGG_PATHWAYS_IN_CANCER	0.833	2_REGULATION_OF_CELL_CYCLE	0.833	2_M_PHASE	0.792	2_CELL_CYCLE_PROCESS	0.708	
CHD7	3	0_HALLMARK_G2M_CHECKPOINT	0.667	0_HALLMARK_E2F_TARGETS	0.667	1_KEGG_CELL_CYCLE	0.667	1_KEGG_P53_SIGNALING_PATHWAY	0.667	2_DNA_METABOLIC_PROCESS	0.667	2_DNA_REPAIR	0.667	2_NUCLEOBASENUCLEOSIDENUCLEOTIDE_AND_NUCLEIC_ACID_METABOLIC_PROCESS	0.667	2_RESPONSE_TO_ENDOGENOUS_STIMULUS	0.667	2_M_PHASE	0.667	2_CELL_CYCLE_PROCESS	0.667	
CHRDL2	3	0_HALLMARK_G2M_CHECKPOINT	1.000	0_HALLMARK_E2F_TARGETS	1.000	1_KEGG_CELL_CYCLE	1.000	2_M_PHASE	1.000	2_CELL_CYCLE_PROCESS	1.000	2_MITOTIC_CELL_CYCLE	1.000	2_CELL_CYCLE_PHASE	1.000	2_CELL_PROLIFERATION_GO_0008283	1.000	2_MITOSIS	1.000	2_CELL_CYCLE_GO_0007049	1.000	
CKS1B	15	0_HALLMARK_G2M_CHECKPOINT	0.867	2_CELL_CYCLE_GO_0007049	0.867	2_REGULATION_OF_CELL_CYCLE	0.867	0_HALLMARK_E2F_TARGETS	0.800	1_KEGG_CELL_CYCLE	0.800	1_KEGG_P53_SIGNALING_PATHWAY	0.733	2_M_PHASE	0.733	2_CELL_PROLIFERATION_GO_0008283	0.733	2_CELL_CYCLE_PROCESS	0.667	2_MITOTIC_CELL_CYCLE	0.667	
CLDN1	9	0_HALLMARK_E2F_TARGETS	0.778	0_HALLMARK_G2M_CHECKPOINT	0.667	1_KEGG_CELL_CYCLE	0.667	1_KEGG_P53_SIGNALING_PATHWAY	0.667	2_CELL_CYCLE_PROCESS	0.667	2_CELL_CYCLE_PHASE	0.667	2_CELL_PROLIFERATION_GO_0008283	0.667	2_CELL_CYCLE_GO_0007049	0.667	2_REGULATION_OF_CELL_CYCLE	0.667	1_KEGG_PATHWAYS_IN_CANCER	0.556	
COL14A1	40	1_KEGG_P53_SIGNALING_PATHWAY	0.750	1_KEGG_CELL_CYCLE	0.725	0_HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.675	2_CELL_CYCLE_GO_0007049	0.675	2_EXTRACELLULAR_REGION_PART	0.650	2_REGULATION_OF_CELL_CYCLE	0.650	0_HALLMARK_E2F_TARGETS	0.625	1_KEGG_PATHWAYS_IN_CANCER	0.625	2_COLLAGEN	0.625	0_HALLMARK_G2M_CHECKPOINT	0.600	
CREBBP	18	1_KEGG_CELL_CYCLE	0.889	2_CELL_CYCLE_GO_0007049	0.889	0_HALLMARK_E2F_TARGETS	0.833	2_REGULATION_OF_CELL_CYCLE	0.833	0_HALLMARK_G2M_CHECKPOINT	0.778	2_CELL_CYCLE_PROCESS	0.778	2_CELL_CYCLE_PHASE	0.778	1_KEGG_P53_SIGNALING_PATHWAY	0.722	2_M_PHASE	0.722	2_MITOTIC_CELL_CYCLE	0.667	
CSNK2A1	13	2_CELL_PROLIFERATION_GO_0008283	0.846	1_KEGG_CELL_CYCLE	0.769	1_KEGG_P53_SIGNALING_PATHWAY	0.769	2_CELL_CYCLE_GO_0007049	0.769	0_HALLMARK_G2M_CHECKPOINT	0.692	0_HALLMARK_E2F_TARGETS	0.692	2_M_PHASE	0.692	2_CELL_CYCLE_PROCESS	0.692	2_MITOTIC_CELL_CYCLE	0.692	2_CELL_CYCLE_PHASE	0.692	
CTNNB1	5	0_HALLMARK_G2M_CHECKPOINT	1.000	0_HALLMARK_E2F_TARGETS	1.000	1_KEGG_CELL_CYCLE	1.000	2_M_PHASE	1.000	2_CELL_CYCLE_PROCESS	1.000	2_CELL_CYCLE_PHASE	1.000	2_CELL_PROLIFERATION_GO_0008283	1.000	2_CELL_CYCLE_GO_0007049	1.000	1_KEGG_PATHWAYS_IN_CANCER	0.800	2_MITOTIC_CELL_CYCLE	0.800	
CTSH	1	
CTSL1	3	0_HALLMARK_G2M_CHECKPOINT	0.667	0_HALLMARK_E2F_TARGETS	0.667	1_KEGG_CELL_CYCLE	0.667	1_KEGG_P53_SIGNALING_PATHWAY	0.667	2_CELL_CYCLE_PROCESS	0.667	2_CELL_CYCLE_PHASE	0.667	2_CELL_PROLIFERATION_GO_0008283	0.667	2_CELL_CYCLE_GO_0007049	0.667	0_HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.333	0_HALLMARK_ANGIOGENESIS	0.333	
CYBA	6	0_HALLMARK_G2M_CHECKPOINT	0.500	0_HALLMARK_E2F_TARGETS	0.500	0_HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.500	1_KEGG_CELL_CYCLE	0.500	1_KEGG_BLADDER_CANCER	0.500	2_EXTRACELLULAR_REGION	0.500	2_EXTRACELLULAR_REGION_PART	0.500	2_CELL_PROLIFERATION_GO_0008283	0.500	2_CELL_CYCLE_GO_0007049	0.500	2_REGULATION_OF_CELL_CYCLE	0.500	
CYC1	32	1_KEGG_CELL_CYCLE	0.375	1_KEGG_P53_SIGNALING_PATHWAY	0.375	2_REGULATION_OF_CELL_CYCLE	0.344	2_CELL_CYCLE_GO_0007049	0.312	0_HALLMARK_E2F_TARGETS	0.281	1_KEGG_SMALL_CELL_LUNG_CANCER	0.281	2_REGULATION_OF_CYCLIN_DEPENDENT_PROTEIN_KINASE_ACTIVITY	0.281	0_HALLMARK_G2M_CHECKPOINT	0.250	0_HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.250	1_KEGG_PATHWAYS_IN_CANCER	0.250	
DLAT	1	
DLX2	5	1_KEGG_CELL_CYCLE	0.800	2_CELL_CYCLE_PROCESS	0.800	2_CELL_PROLIFERATION_GO_0008283	0.800	2_CELL_CYCLE_GO_0007049	0.800	2_REGULATION_OF_CELL_CYCLE	0.800	0_HALLMARK_G2M_CHECKPOINT	0.600	0_HALLMARK_E2F_TARGETS	0.600	1_KEGG_P53_SIGNALING_PATHWAY	0.600	1_KEGG_PATHWAYS_IN_CANCER	0.600	2_CELL_CYCLE_PHASE	0.600	
DSP	5	1_KEGG_CELL_CYCLE	0.600	1_KEGG_P53_SIGNALING_PATHWAY	0.600	2_CELL_PROLIFERATION_GO_0008283	0.600	2_REGULATION_OF_CELL_PROLIFERATION	0.600	1_KEGG_PATHWAYS_IN_CANCER	0.400	2_CELL_CYCLE_PROCESS	0.400	2_NEGATIVE_REGULATION_OF_CELLULAR_PROCESS	0.400	2_CELL_CYCLE_PHASE	0.400	2_NEGATIVE_REGULATION_OF_CELL_PROLIFERATION	0.400	2_POSITIVE_REGULATION_OF_BIOLOGICAL_PROCESS	0.400	
DVL3	21	0_HALLMARK_E2F_TARGETS	0.905	0_HALLMARK_G2M_CHECKPOINT	0.857	1_KEGG_CELL_CYCLE	0.857	1_KEGG_P53_SIGNALING_PATHWAY	0.762	2_CELL_CYCLE_GO_0007049	0.762	2_REGULATION_OF_CELL_CYCLE	0.762	2_CELL_CYCLE_PROCESS	0.714	2_CELL_CYCLE_PHASE	0.714	1_KEGG_PATHWAYS_IN_CANCER	0.667	2_M_PHASE	0.619	
ECE2	13	0_HALLMARK_G2M_CHECKPOINT	0.692	0_HALLMARK_E2F_TARGETS	0.692	1_KEGG_CELL_CYCLE	0.692	1_KEGG_P53_SIGNALING_PATHWAY	0.615	1_KEGG_PATHWAYS_IN_CANCER	0.615	2_CELL_PROLIFERATION_GO_0008283	0.615	2_CELL_CYCLE_GO_0007049	0.615	1_KEGG_OOCYTE_MEIOSIS	0.538	1_KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION	0.538	2_CELL_CYCLE_PROCESS	0.538	
EDN1	11	1_KEGG_CELL_CYCLE	0.909	2_CELL_CYCLE_GO_0007049	0.909	2_REGULATION_OF_CELL_CYCLE	0.818	0_HALLMARK_E2F_TARGETS	0.727	1_KEGG_P53_SIGNALING_PATHWAY	0.727	2_CELL_CYCLE_PROCESS	0.727	2_CELL_PROLIFERATION_GO_0008283	0.727	0_HALLMARK_G2M_CHECKPOINT	0.636	2_CELL_CYCLE_PHASE	0.636	2_REGULATION_OF_CYCLIN_DEPENDENT_PROTEIN_KINASE_ACTIVITY	0.636	
EDN2	7	0_HALLMARK_TNFA_SIGNALING_VIA_NFKB	0.143	0_HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.143	0_HALLMARK_IL2_STAT5_SIGNALING	0.143	0_HALLMARK_ALLOGRAFT_REJECTION	0.143	1_KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	0.143	1_KEGG_CHEMOKINE_SIGNALING_PATHWAY	0.143	1_KEGG_CELL_CYCLE	0.143	1_KEGG_P53_SIGNALING_PATHWAY	0.143	1_KEGG_FOCAL_ADHESION	0.143	1_KEGG_JAK_STAT_SIGNALING_PATHWAY	0.143	
EHHADH	11	1_KEGG_CELL_CYCLE	0.909	0_HALLMARK_G2M_CHECKPOINT	0.818	0_HALLMARK_E2F_TARGETS	0.818	1_KEGG_P53_SIGNALING_PATHWAY	0.818	1_KEGG_PATHWAYS_IN_CANCER	0.818	2_CELL_CYCLE_GO_0007049	0.818	2_CELL_PROLIFERATION_GO_0008283	0.727	1_KEGG_PANCREATIC_CANCER	0.636	2_CELL_CYCLE_PROCESS	0.636	2_CELL_CYCLE_PHASE	0.636	
EIF2S1	3	1_KEGG_P53_SIGNALING_PATHWAY	1.000	2_CELL_PROLIFERATION_GO_0008283	1.000	0_HALLMARK_G2M_CHECKPOINT	0.667	0_HALLMARK_E2F_TARGETS	0.667	1_KEGG_CELL_CYCLE	0.667	1_KEGG_FOCAL_ADHESION	0.667	1_KEGG_PATHWAYS_IN_CANCER	0.667	2_DNA_METABOLIC_PROCESS	0.667	2_NUCLEOBASENUCLEOSIDENUCLEOTIDE_AND_NUCLEIC_ACID_METABOLIC_PROCESS	0.667	2_M_PHASE	0.667	
EN2	6	1_KEGG_PATHWAYS_IN_CANCER	0.500	1_KEGG_CELL_CYCLE	0.333	1_KEGG_P53_SIGNALING_PATHWAY	0.333	1_KEGG_PANCREATIC_CANCER	0.333	2_CELL_PROLIFERATION_GO_0008283	0.333	0_HALLMARK_G2M_CHECKPOINT	0.167	0_HALLMARK_ESTROGEN_RESPONSE_LATE	0.167	0_HALLMARK_E2F_TARGETS	0.167	0_HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.167	0_HALLMARK_P53_PATHWAY	0.167	
EPOR	13	2_CELL_PROLIFERATION_GO_0008283	0.769	0_HALLMARK_G2M_CHECKPOINT	0.692	0_HALLMARK_E2F_TARGETS	0.692	1_KEGG_CELL_CYCLE	0.692	1_KEGG_P53_SIGNALING_PATHWAY	0.692	2_CELL_CYCLE_PROCESS	0.692	2_CELL_CYCLE_PHASE	0.692	2_CELL_CYCLE_GO_0007049	0.692	2_MITOTIC_CELL_CYCLE	0.615	2_REGULATION_OF_CELL_CYCLE	0.615	
ESR1	7	0_HALLMARK_G2M_CHECKPOINT	0.714	0_HALLMARK_E2F_TARGETS	0.714	1_KEGG_CELL_CYCLE	0.714	2_CELL_CYCLE_PROCESS	0.714	2_CELL_CYCLE_CHECKPOINT_GO_0000075	0.714	2_CELL_PROLIFERATION_GO_0008283	0.714	2_CELL_CYCLE_GO_0007049	0.714	2_REGULATION_OF_CELL_CYCLE	0.714	2_REGULATION_OF_CELL_PROLIFERATION	0.714	1_KEGG_P53_SIGNALING_PATHWAY	0.571	
ETS1	11	2_CELL_PROLIFERATION_GO_0008283	1.000	1_KEGG_CELL_CYCLE	0.909	1_KEGG_P53_SIGNALING_PATHWAY	0.909	1_KEGG_PATHWAYS_IN_CANCER	0.909	2_REGULATION_OF_CELL_CYCLE	0.909	0_HALLMARK_G2M_CHECKPOINT	0.818	0_HALLMARK_E2F_TARGETS	0.818	2_REGULATION_OF_KINASE_ACTIVITY	0.818	2_REGULATION_OF_PROTEIN_KINASE_ACTIVITY	0.818	2_REGULATION_OF_TRANSFERASE_ACTIVITY	0.818	
EVPL	3	2_CORNIFIED_ENVELOPE	1.000	2_KERATINOCYTE_DIFFERENTIATION	1.000	
FOS	6	0_HALLMARK_G2M_CHECKPOINT	0.833	0_HALLMARK_E2F_TARGETS	0.833	1_KEGG_CELL_CYCLE	0.833	2_CELL_CYCLE_PROCESS	0.833	2_CELL_CYCLE_GO_0007049	0.833	1_KEGG_PATHWAYS_IN_CANCER	0.667	2_M_PHASE	0.667	2_MITOTIC_CELL_CYCLE	0.667	2_CELL_CYCLE_PHASE	0.667	2_MITOSIS	0.667	
FOXF1	3	1_KEGG_CELL_CYCLE	0.667	2_EXTRACELLULAR_REGION	0.667	2_EXTRACELLULAR_REGION_PART	0.667	2_REGULATION_OF_CYCLIN_DEPENDENT_PROTEIN_KINASE_ACTIVITY	0.667	2_CELL_PROLIFERATION_GO_0008283	0.667	2_CELL_CYCLE_GO_0007049	0.667	2_REGULATION_OF_CELL_CYCLE	0.667	0_HALLMARK_MITOTIC_SPINDLE	0.333	0_HALLMARK_WNT_BETA_CATENIN_SIGNALING	0.333	0_HALLMARK_G2M_CHECKPOINT	0.333	
FYN	3	1_KEGG_PATHWAYS_IN_CANCER	1.000	2_CELL_PROLIFERATION_GO_0008283	1.000	0_HALLMARK_G2M_CHECKPOINT	0.667	0_HALLMARK_E2F_TARGETS	0.667	1_KEGG_GLIOMA	0.667	1_KEGG_MELANOMA	0.667	2_CELL_CYCLE_GO_0007049	0.667	0_HALLMARK_TNFA_SIGNALING_VIA_NFKB	0.333	0_HALLMARK_MITOTIC_SPINDLE	0.333	0_HALLMARK_APOPTOSIS	0.333	
GLI1	10	0_HALLMARK_E2F_TARGETS	0.800	1_KEGG_P53_SIGNALING_PATHWAY	0.800	1_KEGG_PATHWAYS_IN_CANCER	0.800	2_CELL_PROLIFERATION_GO_0008283	0.800	0_HALLMARK_G2M_CHECKPOINT	0.700	1_KEGG_CELL_CYCLE	0.600	2_AGING	0.600	2_REGULATION_OF_CYCLIN_DEPENDENT_PROTEIN_KINASE_ACTIVITY	0.600	2_CELL_CYCLE_GO_0007049	0.600	2_REGULATION_OF_CELL_CYCLE	0.600	
GLI2	11	2_CELL_PROLIFERATION_GO_0008283	0.818	1_KEGG_CELL_CYCLE	0.727	0_HALLMARK_G2M_CHECKPOINT	0.545	0_HALLMARK_E2F_TARGETS	0.545	1_KEGG_P53_SIGNALING_PATHWAY	0.545	1_KEGG_PATHWAYS_IN_CANCER	0.545	2_CELL_CYCLE_PROCESS	0.545	2_CELL_CYCLE_GO_0007049	0.545	2_REGULATION_OF_CELL_CYCLE	0.545	2_REGULATION_OF_CELL_PROLIFERATION	0.545	
GLI3	2	0_HALLMARK_G2M_CHECKPOINT	1.000	0_HALLMARK_E2F_TARGETS	1.000	1_KEGG_CELL_CYCLE	1.000	1_KEGG_P53_SIGNALING_PATHWAY	1.000	1_KEGG_PATHWAYS_IN_CANCER	1.000	2_REGULATION_OF_KINASE_ACTIVITY	1.000	2_REGULATION_OF_PROTEIN_KINASE_ACTIVITY	1.000	2_REGULATION_OF_MOLECULAR_FUNCTION	1.000	2_M_PHASE	1.000	2_REGULATION_OF_TRANSFERASE_ACTIVITY	1.000	
GLIS3	13	2_CELL_PROLIFERATION_GO_0008283	0.846	1_KEGG_CELL_CYCLE	0.769	2_CELL_CYCLE_GO_0007049	0.769	2_REGULATION_OF_CELL_CYCLE	0.769	0_HALLMARK_G2M_CHECKPOINT	0.692	0_HALLMARK_E2F_TARGETS	0.692	1_KEGG_P53_SIGNALING_PATHWAY	0.692	2_CELL_CYCLE_PROCESS	0.692	2_CELL_CYCLE_PHASE	0.692	2_M_PHASE	0.615	
GP5	16	1_KEGG_CELL_CYCLE	0.750	1_KEGG_PATHWAYS_IN_CANCER	0.688	0_HALLMARK_G2M_CHECKPOINT	0.625	0_HALLMARK_E2F_TARGETS	0.625	2_EXTRACELLULAR_REGION	0.625	2_EXTRACELLULAR_REGION_PART	0.625	2_CELL_PROLIFERATION_GO_0008283	0.625	2_CELL_CYCLE_GO_0007049	0.625	0_HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.562	1_KEGG_P53_SIGNALING_PATHWAY	0.562	
GRB2	13	0_HALLMARK_G2M_CHECKPOINT	0.769	0_HALLMARK_E2F_TARGETS	0.769	1_KEGG_CELL_CYCLE	0.769	2_M_PHASE	0.769	2_CELL_CYCLE_PROCESS	0.769	2_CELL_CYCLE_PHASE	0.769	2_CELL_PROLIFERATION_GO_0008283	0.769	2_CELL_CYCLE_GO_0007049	0.769	2_MITOTIC_CELL_CYCLE	0.692	2_REGULATION_OF_CELL_CYCLE	0.692	
HES1	20	1_KEGG_CELL_CYCLE	0.750	1_KEGG_PATHWAYS_IN_CANCER	0.750	0_HALLMARK_G2M_CHECKPOINT	0.700	0_HALLMARK_E2F_TARGETS	0.700	2_CELL_PROLIFERATION_GO_0008283	0.700	1_KEGG_P53_SIGNALING_PATHWAY	0.650	2_CELL_CYCLE_GO_0007049	0.650	2_REGULATION_OF_CELL_CYCLE	0.650	2_CELL_CYCLE_PROCESS	0.600	2_CELL_CYCLE_PHASE	0.550	
