AMPH	7	0_HALLMARK_E2F_TARGETS	0.714	1_KEGG_CELL_CYCLE	0.714	0_HALLMARK_G2M_CHECKPOINT	0.571	1_KEGG_CELL_ADHESION_MOLECULES_CAMS	0.571	2_CELL_CYCLE_GO_0007049	0.571	2_REGULATION_OF_CELL_CYCLE	0.571	2_GABA_RECEPTOR_ACTIVITY	0.571	0_HALLMARK_INTERFERON_GAMMA_RESPONSE	0.429	0_HALLMARK_MYC_TARGETS_V1	0.429	0_HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.429	
ANAPC1	2	0_HALLMARK_E2F_TARGETS	1.000	0_HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	1.000	1_KEGG_CELL_CYCLE	1.000	2_GABA_RECEPTOR_ACTIVITY	1.000	0_HALLMARK_G2M_CHECKPOINT	0.500	0_HALLMARK_INTERFERON_GAMMA_RESPONSE	0.500	1_KEGG_P53_SIGNALING_PATHWAY	0.500	1_KEGG_FOCAL_ADHESION	0.500	1_KEGG_ECM_RECEPTOR_INTERACTION	0.500	1_KEGG_CELL_ADHESION_MOLECULES_CAMS	0.500	
ANAPC7	1	1_KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION	1.000	1_KEGG_OOCYTE_MEIOSIS	1.000	2_CELL_CELL_SIGNALING	1.000	2_SYNAPTIC_TRANSMISSION	1.000	2_GENERATION_OF_A_SIGNAL_INVOLVED_IN_CELL_CELL_SIGNALING	1.000	2_TRANSMISSION_OF_NERVE_IMPULSE	1.000	2_GABA_RECEPTOR_ACTIVITY	1.000	2_RECEPTOR_ACTIVITY	1.000	
ANK1	8	2_GABA_RECEPTOR_ACTIVITY	0.375	0_HALLMARK_G2M_CHECKPOINT	0.250	0_HALLMARK_APOPTOSIS	0.250	0_HALLMARK_COMPLEMENT	0.250	0_HALLMARK_E2F_TARGETS	0.250	0_HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.250	0_HALLMARK_UV_RESPONSE_DN	0.250	0_HALLMARK_COAGULATION	0.250	1_KEGG_CELL_CYCLE	0.250	1_KEGG_P53_SIGNALING_PATHWAY	0.250	
ANK2	10	0_HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.800	1_KEGG_FOCAL_ADHESION	0.800	1_KEGG_ECM_RECEPTOR_INTERACTION	0.800	2_EXTRACELLULAR_MATRIX_PART	0.700	2_PROTEINACEOUS_EXTRACELLULAR_MATRIX	0.600	2_EXTRACELLULAR_MATRIX	0.600	2_COLLAGEN	0.600	2_GABA_RECEPTOR_ACTIVITY	0.600	0_HALLMARK_UV_RESPONSE_DN	0.500	1_KEGG_CELL_CYCLE	0.500	
ANK3	2	0_HALLMARK_G2M_CHECKPOINT	0.500	0_HALLMARK_E2F_TARGETS	0.500	0_HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.500	1_KEGG_CELL_CYCLE	0.500	1_KEGG_OOCYTE_MEIOSIS	0.500	1_KEGG_P53_SIGNALING_PATHWAY	0.500	1_KEGG_FOCAL_ADHESION	0.500	1_KEGG_ECM_RECEPTOR_INTERACTION	0.500	1_KEGG_PATHWAYS_IN_CANCER	0.500	1_KEGG_GLIOMA	0.500	
APEX2	3	0_HALLMARK_G2M_CHECKPOINT	0.667	0_HALLMARK_E2F_TARGETS	0.667	1_KEGG_CELL_CYCLE	0.667	2_CELL_CYCLE_GO_0007049	0.667	0_HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.333	0_HALLMARK_UV_RESPONSE_DN	0.333	1_KEGG_DNA_REPLICATION	0.333	1_KEGG_BASE_EXCISION_REPAIR	0.333	1_KEGG_P53_SIGNALING_PATHWAY	0.333	1_KEGG_FOCAL_ADHESION	0.333	
APOB	4	0_HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	1.000	1_KEGG_FOCAL_ADHESION	1.000	1_KEGG_ECM_RECEPTOR_INTERACTION	1.000	2_PROTEINACEOUS_EXTRACELLULAR_MATRIX	0.750	2_EXTRACELLULAR_MATRIX_PART	0.750	2_EXTRACELLULAR_MATRIX	0.750	2_COLLAGEN	0.750	0_HALLMARK_UV_RESPONSE_DN	0.500	0_HALLMARK_ANGIOGENESIS	0.500	1_KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	0.500	
ASPM	4	0_HALLMARK_E2F_TARGETS	0.750	0_HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.750	1_KEGG_CELL_CYCLE	0.750	1_KEGG_P53_SIGNALING_PATHWAY	0.750	2_NON_MEMBRANE_BOUND_ORGANELLE	0.750	2_INTRACELLULAR_NON_MEMBRANE_BOUND_ORGANELLE	0.750	2_CELL_CYCLE_GO_0007049	0.750	0_HALLMARK_G2M_CHECKPOINT	0.500	1_KEGG_MELANOMA	0.500	2_REPLICATION_FORK	0.500	
ATM	6	0_HALLMARK_E2F_TARGETS	0.833	0_HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.833	1_KEGG_CELL_CYCLE	0.833	1_KEGG_P53_SIGNALING_PATHWAY	0.833	1_KEGG_FOCAL_ADHESION	0.833	2_CELL_CYCLE_GO_0007049	0.833	2_REGULATION_OF_CELL_CYCLE	0.833	0_HALLMARK_G2M_CHECKPOINT	0.667	2_GABA_RECEPTOR_ACTIVITY	0.667	0_HALLMARK_UV_RESPONSE_DN	0.500	
ATN1	4	0_HALLMARK_E2F_TARGETS	0.750	1_KEGG_CELL_CYCLE	0.750	1_KEGG_CELL_ADHESION_MOLECULES_CAMS	0.750	2_GABA_RECEPTOR_ACTIVITY	0.750	0_HALLMARK_G2M_CHECKPOINT	0.500	0_HALLMARK_APOPTOSIS	0.500	0_HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.500	1_KEGG_P53_SIGNALING_PATHWAY	0.500	1_KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	0.500	1_KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	0.500	
ATR	6	0_HALLMARK_E2F_TARGETS	0.833	1_KEGG_CELL_CYCLE	0.833	0_HALLMARK_G2M_CHECKPOINT	0.667	1_KEGG_P53_SIGNALING_PATHWAY	0.667	2_CELL_CYCLE_GO_0007049	0.667	0_HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.500	1_KEGG_FOCAL_ADHESION	0.500	1_KEGG_PATHWAYS_IN_CANCER	0.500	1_KEGG_MELANOMA	0.500	2_REGULATION_OF_PHOSPHORYLATION	0.500	
ATRX	12	0_HALLMARK_E2F_TARGETS	0.833	1_KEGG_CELL_CYCLE	0.833	0_HALLMARK_G2M_CHECKPOINT	0.750	1_KEGG_P53_SIGNALING_PATHWAY	0.750	2_CELL_CYCLE_GO_0007049	0.667	0_HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.583	2_CHROMOSOME	0.583	2_CELL_CYCLE_PROCESS	0.583	2_MITOTIC_CELL_CYCLE	0.583	2_CELL_CYCLE_PHASE	0.583	
B2M	1	0_HALLMARK_G2M_CHECKPOINT	1.000	0_HALLMARK_INTERFERON_GAMMA_RESPONSE	1.000	0_HALLMARK_E2F_TARGETS	1.000	0_HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	1.000	1_KEGG_DNA_REPLICATION	1.000	1_KEGG_NUCLEOTIDE_EXCISION_REPAIR	1.000	1_KEGG_MISMATCH_REPAIR	1.000	1_KEGG_CELL_CYCLE	1.000	1_KEGG_P53_SIGNALING_PATHWAY	1.000	1_KEGG_FOCAL_ADHESION	1.000	
BARD1	2	0_HALLMARK_G2M_CHECKPOINT	1.000	0_HALLMARK_E2F_TARGETS	1.000	1_KEGG_DNA_REPLICATION	1.000	1_KEGG_CELL_CYCLE	1.000	2_NON_MEMBRANE_BOUND_ORGANELLE	1.000	2_INTRACELLULAR_NON_MEMBRANE_BOUND_ORGANELLE	1.000	2_REGULATION_OF_PHOSPHORYLATION	1.000	0_HALLMARK_MITOTIC_SPINDLE	0.500	0_HALLMARK_INTERFERON_GAMMA_RESPONSE	0.500	0_HALLMARK_COMPLEMENT	0.500	
BCAR1	3	0_HALLMARK_G2M_CHECKPOINT	1.000	0_HALLMARK_E2F_TARGETS	1.000	0_HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	1.000	1_KEGG_CELL_CYCLE	1.000	1_KEGG_P53_SIGNALING_PATHWAY	1.000	1_KEGG_FOCAL_ADHESION	1.000	1_KEGG_ECM_RECEPTOR_INTERACTION	1.000	2_CELL_CYCLE_GO_0007049	1.000	2_REGULATION_OF_CELL_CYCLE	1.000	2_GABA_RECEPTOR_ACTIVITY	1.000	
BCLAF1	2	0_HALLMARK_G2M_CHECKPOINT	0.500	0_HALLMARK_COMPLEMENT	0.500	0_HALLMARK_E2F_TARGETS	0.500	0_HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.500	0_HALLMARK_UV_RESPONSE_DN	0.500	0_HALLMARK_ANGIOGENESIS	0.500	0_HALLMARK_KRAS_SIGNALING_UP	0.500	1_KEGG_DNA_REPLICATION	0.500	1_KEGG_CELL_CYCLE	0.500	1_KEGG_P53_SIGNALING_PATHWAY	0.500	
BCR	3	0_HALLMARK_G2M_CHECKPOINT	1.000	0_HALLMARK_E2F_TARGETS	1.000	0_HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	1.000	1_KEGG_CELL_CYCLE	1.000	1_KEGG_P53_SIGNALING_PATHWAY	1.000	1_KEGG_FOCAL_ADHESION	1.000	1_KEGG_ECM_RECEPTOR_INTERACTION	1.000	1_KEGG_PATHWAYS_IN_CANCER	1.000	1_KEGG_BLADDER_CANCER	1.000	1_KEGG_GLIOMA	0.667	
BLM	1	0_HALLMARK_G2M_CHECKPOINT	1.000	0_HALLMARK_E2F_TARGETS	1.000	0_HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	1.000	1_KEGG_CELL_CYCLE	1.000	1_KEGG_FOCAL_ADHESION	1.000	1_KEGG_ECM_RECEPTOR_INTERACTION	1.000	2_PROTEINACEOUS_EXTRACELLULAR_MATRIX	1.000	2_EXTRACELLULAR_MATRIX_PART	1.000	2_EXTRACELLULAR_MATRIX	1.000	2_NEGATIVE_REGULATION_OF_PHOSPHORYLATION	1.000	
BMPR1B	1	
BRCA1	4	0_HALLMARK_E2F_TARGETS	0.750	1_KEGG_CELL_CYCLE	0.750	1_KEGG_FOCAL_ADHESION	0.750	0_HALLMARK_G2M_CHECKPOINT	0.500	0_HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.500	1_KEGG_P53_SIGNALING_PATHWAY	0.500	1_KEGG_ECM_RECEPTOR_INTERACTION	0.500	1_KEGG_TYPE_I_DIABETES_MELLITUS	0.500	1_KEGG_MELANOMA	0.500	1_KEGG_ALLOGRAFT_REJECTION	0.500	
BSG	2	0_HALLMARK_G2M_CHECKPOINT	1.000	0_HALLMARK_E2F_TARGETS	1.000	0_HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	1.000	1_KEGG_CELL_CYCLE	1.000	1_KEGG_FOCAL_ADHESION	1.000	1_KEGG_ECM_RECEPTOR_INTERACTION	1.000	2_PROTEINACEOUS_EXTRACELLULAR_MATRIX	1.000	2_EXTRACELLULAR_MATRIX_PART	1.000	2_EXTRACELLULAR_MATRIX	1.000	1_KEGG_P53_SIGNALING_PATHWAY	0.500	
BTRC	5	0_HALLMARK_G2M_CHECKPOINT	0.800	0_HALLMARK_E2F_TARGETS	0.800	0_HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.800	1_KEGG_CELL_CYCLE	0.800	1_KEGG_P53_SIGNALING_PATHWAY	0.800	1_KEGG_FOCAL_ADHESION	0.800	1_KEGG_ECM_RECEPTOR_INTERACTION	0.800	1_KEGG_PATHWAYS_IN_CANCER	0.800	1_KEGG_BLADDER_CANCER	0.800	2_CELL_CYCLE_GO_0007049	0.800	
BUB3	7	0_HALLMARK_E2F_TARGETS	1.000	0_HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	1.000	1_KEGG_CELL_CYCLE	1.000	0_HALLMARK_G2M_CHECKPOINT	0.857	1_KEGG_P53_SIGNALING_PATHWAY	0.857	1_KEGG_FOCAL_ADHESION	0.857	1_KEGG_ECM_RECEPTOR_INTERACTION	0.714	1_KEGG_PATHWAYS_IN_CANCER	0.714	2_NON_MEMBRANE_BOUND_ORGANELLE	0.714	2_INTRACELLULAR_NON_MEMBRANE_BOUND_ORGANELLE	0.714	
CACNA1B	5	1_KEGG_CALCIUM_SIGNALING_PATHWAY	0.400	2_CALCIUM_CHANNEL_ACTIVITY	0.400	0_HALLMARK_G2M_CHECKPOINT	0.200	0_HALLMARK_E2F_TARGETS	0.200	0_HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.200	0_HALLMARK_UV_RESPONSE_DN	0.200	0_HALLMARK_ANGIOGENESIS	0.200	1_KEGG_CELL_CYCLE	0.200	1_KEGG_P53_SIGNALING_PATHWAY	0.200	1_KEGG_FOCAL_ADHESION	0.200	
CACNA1C	4	1_KEGG_CALCIUM_SIGNALING_PATHWAY	0.500	2_CALCIUM_CHANNEL_ACTIVITY	0.500	0_HALLMARK_TNFA_SIGNALING_VIA_NFKB	0.250	0_HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.250	0_HALLMARK_UV_RESPONSE_DN	0.250	0_HALLMARK_ANGIOGENESIS	0.250	1_KEGG_FOCAL_ADHESION	0.250	1_KEGG_ECM_RECEPTOR_INTERACTION	0.250	1_KEGG_TYPE_II_DIABETES_MELLITUS	0.250	1_KEGG_PANCREATIC_CANCER	0.250	
CACNA1E	5	2_CALCIUM_CHANNEL_ACTIVITY	0.800	1_KEGG_CALCIUM_SIGNALING_PATHWAY	0.400	2_CATION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	0.400	2_CATION_CHANNEL_ACTIVITY	0.400	2_GATED_CHANNEL_ACTIVITY	0.400	2_SUBSTRATE_SPECIFIC_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	0.400	2_SUBSTRATE_SPECIFIC_CHANNEL_ACTIVITY	0.400	2_SUBSTRATE_SPECIFIC_TRANSPORTER_ACTIVITY	0.400	2_METAL_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	0.400	2_ION_CHANNEL_ACTIVITY	0.400	
CACNA1G	1	1_KEGG_CALCIUM_SIGNALING_PATHWAY	1.000	2_CATION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	1.000	2_CATION_CHANNEL_ACTIVITY	1.000	2_GATED_CHANNEL_ACTIVITY	1.000	2_SUBSTRATE_SPECIFIC_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	1.000	2_SUBSTRATE_SPECIFIC_CHANNEL_ACTIVITY	1.000	2_SUBSTRATE_SPECIFIC_TRANSPORTER_ACTIVITY	1.000	2_CALCIUM_CHANNEL_ACTIVITY	1.000	2_METAL_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	1.000	2_ION_CHANNEL_ACTIVITY	1.000	
CACNA1H	9	2_REGULATION_OF_HEART_CONTRACTION	0.778	2_CALCIUM_CHANNEL_ACTIVITY	0.444	1_KEGG_CALCIUM_SIGNALING_PATHWAY	0.333	0_HALLMARK_INTERFERON_GAMMA_RESPONSE	0.111	0_HALLMARK_COMPLEMENT	0.111	0_HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.111	0_HALLMARK_UV_RESPONSE_DN	0.111	1_KEGG_FOCAL_ADHESION	0.111	1_KEGG_ECM_RECEPTOR_INTERACTION	0.111	1_KEGG_CELL_ADHESION_MOLECULES_CAMS	0.111	
CACNA1I	4	2_CELL_CELL_SIGNALING	0.500	2_GABA_RECEPTOR_ACTIVITY	0.500	1_KEGG_CALCIUM_SIGNALING_PATHWAY	0.250	1_KEGG_CELL_CYCLE	0.250	1_KEGG_PATHWAYS_IN_CANCER	0.250	1_KEGG_MELANOMA	0.250	2_REGULATION_OF_PHOSPHORYLATION	0.250	2_NEGATIVE_REGULATION_OF_PHOSPHORYLATION	0.250	2_SYNAPTIC_TRANSMISSION	0.250	2_GENERATION_OF_A_SIGNAL_INVOLVED_IN_CELL_CELL_SIGNALING	0.250	
CACNA1S	7	0_HALLMARK_E2F_TARGETS	0.429	0_HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.429	1_KEGG_CELL_CYCLE	0.429	1_KEGG_FOCAL_ADHESION	0.429	1_KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	0.429	1_KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	0.429	1_KEGG_TYPE_I_DIABETES_MELLITUS	0.429	1_KEGG_ASTHMA	0.429	1_KEGG_AUTOIMMUNE_THYROID_DISEASE	0.429	1_KEGG_ALLOGRAFT_REJECTION	0.429	
CACNB3	1	0_HALLMARK_TNFA_SIGNALING_VIA_NFKB	1.000	0_HALLMARK_HYPOXIA	1.000	0_HALLMARK_IL6_JAK_STAT3_SIGNALING	1.000	0_HALLMARK_APOPTOSIS	1.000	0_HALLMARK_INTERFERON_GAMMA_RESPONSE	1.000	0_HALLMARK_COMPLEMENT	1.000	0_HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	1.000	0_HALLMARK_INFLAMMATORY_RESPONSE	1.000	0_HALLMARK_UV_RESPONSE_DN	1.000	0_HALLMARK_ANGIOGENESIS	1.000	
CALM1	1	0_HALLMARK_G2M_CHECKPOINT	1.000	0_HALLMARK_E2F_TARGETS	1.000	0_HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	1.000	1_KEGG_CELL_CYCLE	1.000	1_KEGG_FOCAL_ADHESION	1.000	1_KEGG_ECM_RECEPTOR_INTERACTION	1.000	2_PROTEINACEOUS_EXTRACELLULAR_MATRIX	1.000	2_EXTRACELLULAR_MATRIX_PART	1.000	2_EXTRACELLULAR_MATRIX	1.000	2_NEGATIVE_REGULATION_OF_PHOSPHORYLATION	1.000	
CALML5	5	0_HALLMARK_G2M_CHECKPOINT	0.400	0_HALLMARK_E2F_TARGETS	0.400	0_HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.400	1_KEGG_CALCIUM_SIGNALING_PATHWAY	0.400	1_KEGG_CELL_CYCLE	0.400	1_KEGG_OOCYTE_MEIOSIS	0.400	1_KEGG_P53_SIGNALING_PATHWAY	0.400	1_KEGG_FOCAL_ADHESION	0.400	1_KEGG_ECM_RECEPTOR_INTERACTION	0.400	1_KEGG_PATHWAYS_IN_CANCER	0.400	
CBL	2	0_HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	1.000	0_HALLMARK_UV_RESPONSE_DN	1.000	1_KEGG_FOCAL_ADHESION	1.000	1_KEGG_ECM_RECEPTOR_INTERACTION	1.000	1_KEGG_PATHWAYS_IN_CANCER	1.000	2_GABA_RECEPTOR_ACTIVITY	1.000	0_HALLMARK_G2M_CHECKPOINT	0.500	0_HALLMARK_E2F_TARGETS	0.500	1_KEGG_CELL_CYCLE	0.500	1_KEGG_P53_SIGNALING_PATHWAY	0.500	
CBLB	1	0_HALLMARK_G2M_CHECKPOINT	1.000	0_HALLMARK_E2F_TARGETS	1.000	0_HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	1.000	0_HALLMARK_UV_RESPONSE_DN	1.000	1_KEGG_DNA_REPLICATION	1.000	1_KEGG_CELL_CYCLE	1.000	1_KEGG_FOCAL_ADHESION	1.000	1_KEGG_ECM_RECEPTOR_INTERACTION	1.000	1_KEGG_PATHWAYS_IN_CANCER	1.000	2_PROTEINACEOUS_EXTRACELLULAR_MATRIX	1.000	
