ACTN2	19	1_KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	0.842	2_NERVOUS_SYSTEM_DEVELOPMENT	0.842	0_HALLMARK_MYOGENESIS	0.789	1_KEGG_AXON_GUIDANCE	0.684	2_SYSTEM_DEVELOPMENT	0.684	2_ANATOMICAL_STRUCTURE_DEVELOPMENT	0.684	2_VOLTAGE_GATED_CATION_CHANNEL_ACTIVITY	0.684	0_HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.632	2_MULTICELLULAR_ORGANISMAL_DEVELOPMENT	0.632	2_METAL_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	0.632	1_KEGG_CELL_ADHESION_MOLECULES_CAMS	0.579	2_CATION_CHANNEL_ACTIVITY	0.579	2_GATED_CHANNEL_ACTIVITY	0.579	1_KEGG_FOCAL_ADHESION	0.526	2_CELL_PROJECTION	0.526	2_SYNAPTOGENESIS	0.526	2_VOLTAGE_GATED_CHANNEL_ACTIVITY	0.526	2_ION_CHANNEL_ACTIVITY	0.526	2_AXONOGENESIS	0.474	2_NEURON_DIFFERENTIATION	0.474	
ACTN3	7	2_NERVOUS_SYSTEM_DEVELOPMENT	1.000	0_HALLMARK_MYOGENESIS	0.857	1_KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	0.857	2_CELL_PROJECTION	0.857	2_CATION_CHANNEL_ACTIVITY	0.857	0_HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.714	1_KEGG_FOCAL_ADHESION	0.714	2_SYSTEM_DEVELOPMENT	0.714	2_EXTRACELLULAR_STRUCTURE_ORGANIZATION_AND_BIOGENESIS	0.714	2_ANATOMICAL_STRUCTURE_DEVELOPMENT	0.714	2_SYSTEM_PROCESS	0.714	2_GATED_CHANNEL_ACTIVITY	0.714	2_SUBSTRATE_SPECIFIC_CHANNEL_ACTIVITY	0.714	2_VOLTAGE_GATED_CATION_CHANNEL_ACTIVITY	0.714	2_METAL_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	0.714	2_ION_CHANNEL_ACTIVITY	0.714	1_KEGG_AXON_GUIDANCE	0.571	1_KEGG_CELL_ADHESION_MOLECULES_CAMS	0.571	1_KEGG_ADHERENS_JUNCTION	0.571	2_ACTIN_CYTOSKELETON	0.571	
ACTN4	9	2_MULTICELLULAR_ORGANISMAL_DEVELOPMENT	0.778	0_HALLMARK_MYOGENESIS	0.667	1_KEGG_AXON_GUIDANCE	0.667	2_SYSTEM_DEVELOPMENT	0.667	2_NERVOUS_SYSTEM_DEVELOPMENT	0.667	2_ANATOMICAL_STRUCTURE_DEVELOPMENT	0.667	2_CATION_CHANNEL_ACTIVITY	0.667	2_METAL_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	0.667	0_HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.556	1_KEGG_FOCAL_ADHESION	0.556	2_AXONOGENESIS	0.556	2_CELLULAR_MORPHOGENESIS_DURING_DIFFERENTIATION	0.556	2_METAL_ION_TRANSPORT	0.556	2_EXTRACELLULAR_STRUCTURE_ORGANIZATION_AND_BIOGENESIS	0.556	2_SYNAPSE_ORGANIZATION_AND_BIOGENESIS	0.556	2_NEURON_DIFFERENTIATION	0.556	2_GATED_CHANNEL_ACTIVITY	0.556	1_KEGG_CELL_ADHESION_MOLECULES_CAMS	0.444	1_KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	0.444	2_CELL_PROJECTION	0.444	
ACVR1B	8	0_HALLMARK_ADIPOGENESIS	0.250	0_HALLMARK_PROTEIN_SECRETION	0.250	0_HALLMARK_UNFOLDED_PROTEIN_RESPONSE	0.250	0_HALLMARK_OXIDATIVE_PHOSPHORYLATION	0.250	0_HALLMARK_UV_RESPONSE_DN	0.250	1_KEGG_CITRATE_CYCLE_TCA_CYCLE	0.250	1_KEGG_OXIDATIVE_PHOSPHORYLATION	0.250	1_KEGG_PYRUVATE_METABOLISM	0.250	1_KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM	0.250	1_KEGG_AMINOACYL_TRNA_BIOSYNTHESIS	0.250	1_KEGG_RNA_DEGRADATION	0.250	1_KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT	0.250	1_KEGG_CELL_ADHESION_MOLECULES_CAMS	0.250	1_KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	0.250	2_ORGANELLE_PART	0.250	2_CYTOPLASMIC_PART	0.250	2_GOLGI_APPARATUS	0.250	2_CYTOPLASM	0.250	2_ORGANELLE_LUMEN	0.250	2_NUCLEAR_LUMEN	0.250	
ADAM10	2	0_HALLMARK_MYOGENESIS	1.000	0_HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	1.000	1_KEGG_AXON_GUIDANCE	1.000	2_SYSTEM_DEVELOPMENT	1.000	2_AXONOGENESIS	1.000	2_GENERATION_OF_NEURONS	1.000	2_ANATOMICAL_STRUCTURE_DEVELOPMENT	1.000	0_HALLMARK_APICAL_JUNCTION	0.500	0_HALLMARK_OXIDATIVE_PHOSPHORYLATION	0.500	0_HALLMARK_UV_RESPONSE_DN	0.500	1_KEGG_OXIDATIVE_PHOSPHORYLATION	0.500	1_KEGG_CARDIAC_MUSCLE_CONTRACTION	0.500	1_KEGG_FOCAL_ADHESION	0.500	1_KEGG_CELL_ADHESION_MOLECULES_CAMS	0.500	1_KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	0.500	1_KEGG_ALZHEIMERS_DISEASE	0.500	1_KEGG_PARKINSONS_DISEASE	0.500	1_KEGG_HUNTINGTONS_DISEASE	0.500	2_ORGANELLE_INNER_MEMBRANE	0.500	2_MITOCHONDRIAL_PART	0.500	
ADAM12	13	1_KEGG_AXON_GUIDANCE	0.769	1_KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	0.769	0_HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.692	2_NERVOUS_SYSTEM_DEVELOPMENT	0.692	2_ANATOMICAL_STRUCTURE_DEVELOPMENT	0.692	1_KEGG_FOCAL_ADHESION	0.615	2_PLASMA_MEMBRANE	0.615	2_SYSTEM_DEVELOPMENT	0.615	2_METAL_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	0.615	0_HALLMARK_MYOGENESIS	0.538	2_GATED_CHANNEL_ACTIVITY	0.538	0_HALLMARK_UV_RESPONSE_DN	0.462	1_KEGG_CELL_ADHESION_MOLECULES_CAMS	0.462	1_KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	0.462	2_CELL_PROJECTION	0.462	2_AXONOGENESIS	0.462	2_MULTICELLULAR_ORGANISMAL_DEVELOPMENT	0.462	2_NEURON_DIFFERENTIATION	0.462	2_CATION_CHANNEL_ACTIVITY	0.462	2_VOLTAGE_GATED_CATION_CHANNEL_ACTIVITY	0.462	
ADAM17	5	0_HALLMARK_MYOGENESIS	0.800	2_NERVOUS_SYSTEM_DEVELOPMENT	0.800	0_HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.600	1_KEGG_AXON_GUIDANCE	0.600	1_KEGG_FOCAL_ADHESION	0.600	1_KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	0.600	2_PLASMA_MEMBRANE	0.600	2_GATED_CHANNEL_ACTIVITY	0.600	2_METAL_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	0.600	1_KEGG_CELL_ADHESION_MOLECULES_CAMS	0.400	1_KEGG_ADHERENS_JUNCTION	0.400	2_VOLTAGE_GATED_POTASSIUM_CHANNEL_COMPLEX	0.400	2_SYSTEM_DEVELOPMENT	0.400	2_SYNAPTOGENESIS	0.400	2_EXTRACELLULAR_STRUCTURE_ORGANIZATION_AND_BIOGENESIS	0.400	2_SYNAPSE_ORGANIZATION_AND_BIOGENESIS	0.400	2_ANATOMICAL_STRUCTURE_DEVELOPMENT	0.400	2_ION_TRANSPORT	0.400	2_CATION_CHANNEL_ACTIVITY	0.400	2_VOLTAGE_GATED_CHANNEL_ACTIVITY	0.400	
ADAMTS5	7	1_KEGG_CELL_ADHESION_MOLECULES_CAMS	0.857	2_SYSTEM_DEVELOPMENT	0.857	2_NERVOUS_SYSTEM_DEVELOPMENT	0.857	2_MULTICELLULAR_ORGANISMAL_DEVELOPMENT	0.857	2_EXTRACELLULAR_STRUCTURE_ORGANIZATION_AND_BIOGENESIS	0.857	2_SYNAPSE_ORGANIZATION_AND_BIOGENESIS	0.857	0_HALLMARK_MYOGENESIS	0.714	0_HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.714	1_KEGG_AXON_GUIDANCE	0.714	2_PLASMA_MEMBRANE_PART	0.714	2_PLASMA_MEMBRANE	0.714	2_SYNAPTOGENESIS	0.714	2_ANATOMICAL_STRUCTURE_DEVELOPMENT	0.714	0_HALLMARK_APICAL_JUNCTION	0.571	1_KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	0.571	2_CATION_CHANNEL_ACTIVITY	0.571	2_GATED_CHANNEL_ACTIVITY	0.571	2_SUBSTRATE_SPECIFIC_CHANNEL_ACTIVITY	0.571	2_METAL_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	0.571	2_ION_CHANNEL_ACTIVITY	0.571	
ADAP1	11	0_HALLMARK_MYOGENESIS	0.182	1_KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	0.182	2_NERVOUS_SYSTEM_DEVELOPMENT	0.182	2_SYSTEM_PROCESS	0.182	0_HALLMARK_APICAL_JUNCTION	0.091	0_HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.091	0_HALLMARK_UV_RESPONSE_DN	0.091	1_KEGG_AXON_GUIDANCE	0.091	1_KEGG_FOCAL_ADHESION	0.091	1_KEGG_CELL_ADHESION_MOLECULES_CAMS	0.091	1_KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	0.091	2_EXTRACELLULAR_MATRIX_PART	0.091	2_BASEMENT_MEMBRANE	0.091	2_NON_MEMBRANE_BOUND_ORGANELLE	0.091	2_CYTOSKELETAL_PART	0.091	2_CYTOSKELETON	0.091	2_CELL_PROJECTION	0.091	2_ACTIN_CYTOSKELETON	0.091	2_INTRACELLULAR_NON_MEMBRANE_BOUND_ORGANELLE	0.091	2_SYSTEM_DEVELOPMENT	0.091	
ADCY2	11	1_KEGG_AXON_GUIDANCE	0.909	2_NERVOUS_SYSTEM_DEVELOPMENT	0.909	2_NEURON_DIFFERENTIATION	0.909	2_SYSTEM_DEVELOPMENT	0.818	2_GENERATION_OF_NEURONS	0.818	0_HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.727	1_KEGG_FOCAL_ADHESION	0.727	2_AXONOGENESIS	0.727	2_ANATOMICAL_STRUCTURE_DEVELOPMENT	0.727	2_GATED_CHANNEL_ACTIVITY	0.727	2_METAL_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	0.727	0_HALLMARK_MYOGENESIS	0.636	1_KEGG_CELL_ADHESION_MOLECULES_CAMS	0.636	1_KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	0.636	2_CELL_PROJECTION	0.636	2_NEURON_DEVELOPMENT	0.636	2_SYSTEM_PROCESS	0.636	2_CATION_CHANNEL_ACTIVITY	0.636	2_VOLTAGE_GATED_CHANNEL_ACTIVITY	0.636	2_VOLTAGE_GATED_CATION_CHANNEL_ACTIVITY	0.636	
ADD2	5	2_CYTOSKELETAL_PROTEIN_BINDING	0.600	0_HALLMARK_MYOGENESIS	0.400	0_HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.400	0_HALLMARK_HEME_METABOLISM	0.400	1_KEGG_AXON_GUIDANCE	0.400	1_KEGG_FOCAL_ADHESION	0.400	1_KEGG_ECM_RECEPTOR_INTERACTION	0.400	1_KEGG_ADHERENS_JUNCTION	0.400	1_KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	0.400	2_PROTEINACEOUS_EXTRACELLULAR_MATRIX	0.400	2_EXTRACELLULAR_MATRIX_PART	0.400	2_BASEMENT_MEMBRANE	0.400	2_EXTRACELLULAR_MATRIX	0.400	2_SYSTEM_DEVELOPMENT	0.400	2_NERVOUS_SYSTEM_DEVELOPMENT	0.400	2_AXONOGENESIS	0.400	2_GENERATION_OF_NEURONS	0.400	2_MULTICELLULAR_ORGANISMAL_DEVELOPMENT	0.400	2_ANATOMICAL_STRUCTURE_DEVELOPMENT	0.400	2_NEURON_DIFFERENTIATION	0.400	
ADRB2	5	0_HALLMARK_MYOGENESIS	0.800	1_KEGG_AXON_GUIDANCE	0.800	2_NERVOUS_SYSTEM_DEVELOPMENT	0.800	2_MULTICELLULAR_ORGANISMAL_DEVELOPMENT	0.800	0_HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.600	1_KEGG_FOCAL_ADHESION	0.600	1_KEGG_ECM_RECEPTOR_INTERACTION	0.600	1_KEGG_CELL_ADHESION_MOLECULES_CAMS	0.600	1_KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	0.600	2_PLASMA_MEMBRANE	0.600	2_SYSTEM_DEVELOPMENT	0.600	2_AXONOGENESIS	0.600	2_GENERATION_OF_NEURONS	0.600	2_ANATOMICAL_STRUCTURE_DEVELOPMENT	0.600	2_NEURON_DIFFERENTIATION	0.600	2_CYTOSKELETAL_PROTEIN_BINDING	0.600	0_HALLMARK_APICAL_JUNCTION	0.400	0_HALLMARK_UV_RESPONSE_DN	0.400	1_KEGG_ADHERENS_JUNCTION	0.400	2_PROTEINACEOUS_EXTRACELLULAR_MATRIX	0.400	
ADRBK1	10	0_HALLMARK_MYOGENESIS	0.300	0_HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.300	1_KEGG_AXON_GUIDANCE	0.300	2_SYSTEM_DEVELOPMENT	0.300	2_NERVOUS_SYSTEM_DEVELOPMENT	0.300	2_MULTICELLULAR_ORGANISMAL_DEVELOPMENT	0.300	0_HALLMARK_APICAL_JUNCTION	0.200	1_KEGG_CELL_ADHESION_MOLECULES_CAMS	0.200	1_KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	0.200	2_NON_MEMBRANE_BOUND_ORGANELLE	0.200	2_INTRACELLULAR_NON_MEMBRANE_BOUND_ORGANELLE	0.200	2_SYNAPTOGENESIS	0.200	2_SYNAPSE_ORGANIZATION_AND_BIOGENESIS	0.200	2_ANATOMICAL_STRUCTURE_DEVELOPMENT	0.200	2_SYSTEM_PROCESS	0.200	2_METAL_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	0.200	0_HALLMARK_UV_RESPONSE_DN	0.100	1_KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM	0.100	1_KEGG_ADHERENS_JUNCTION	0.100	2_PROTEINACEOUS_EXTRACELLULAR_MATRIX	0.100	
AGAP2	5	0_HALLMARK_MYOGENESIS	0.800	2_SYSTEM_DEVELOPMENT	0.800	2_NERVOUS_SYSTEM_DEVELOPMENT	0.800	2_ANATOMICAL_STRUCTURE_DEVELOPMENT	0.800	2_METAL_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	0.800	0_HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.600	1_KEGG_AXON_GUIDANCE	0.600	1_KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	0.600	2_VOLTAGE_GATED_POTASSIUM_CHANNEL_COMPLEX	0.600	2_CELL_PROJECTION	0.600	2_MULTICELLULAR_ORGANISMAL_DEVELOPMENT	0.600	2_VOLTAGE_GATED_CATION_CHANNEL_ACTIVITY	0.600	1_KEGG_FOCAL_ADHESION	0.400	1_KEGG_CELL_ADHESION_MOLECULES_CAMS	0.400	1_KEGG_ADHERENS_JUNCTION	0.400	2_PLASMA_MEMBRANE	0.400	2_NEURITE_DEVELOPMENT	0.400	2_AXONOGENESIS	0.400	2_CELLULAR_MORPHOGENESIS_DURING_DIFFERENTIATION	0.400	2_GENERATION_OF_NEURONS	0.400	
