AURKA	11	0_HALLMARK_G2M_CHECKPOINT	1.000	0_HALLMARK_E2F_TARGETS	1.000	2_M_PHASE	1.000	2_CELL_CYCLE_PROCESS	1.000	2_CELL_CYCLE_GO_0007049	1.000	1_KEGG_CELL_CYCLE	0.909	2_MICROTUBULE_CYTOSKELETON	0.909	2_MITOTIC_CELL_CYCLE	0.909	2_CELL_CYCLE_PHASE	0.909	2_MITOSIS	0.909	2_M_PHASE_OF_MITOTIC_CELL_CYCLE	0.909	0_HALLMARK_MITOTIC_SPINDLE	0.818	2_NON_MEMBRANE_BOUND_ORGANELLE	0.818	2_SPINDLE	0.818	2_INTRACELLULAR_NON_MEMBRANE_BOUND_ORGANELLE	0.818	2_CELL_PROLIFERATION_GO_0008283	0.727	2_REGULATION_OF_CELL_CYCLE	0.727	1_KEGG_P53_SIGNALING_PATHWAY	0.636	2_REGULATION_OF_CYCLIN_DEPENDENT_PROTEIN_KINASE_ACTIVITY	0.636	1_KEGG_PATHWAYS_IN_CANCER	0.545	2_CHROMOSOME	0.545	2_CELL_CYCLE_CHECKPOINT_GO_0000075	0.545	1_KEGG_SMALL_CELL_LUNG_CANCER	0.455	2_CHROMOSOMEPERICENTRIC_REGION	0.455	2_DNA_METABOLIC_PROCESS	0.455	
BCAT1	1	
BCL2L1	16	2_CELL_PROLIFERATION_GO_0008283	0.875	0_HALLMARK_E2F_TARGETS	0.813	0_HALLMARK_G2M_CHECKPOINT	0.750	1_KEGG_CELL_CYCLE	0.750	1_KEGG_P53_SIGNALING_PATHWAY	0.750	1_KEGG_PATHWAYS_IN_CANCER	0.688	2_CELL_CYCLE_PROCESS	0.688	2_CELL_CYCLE_PHASE	0.688	2_CELL_CYCLE_GO_0007049	0.688	1_KEGG_PANCREATIC_CANCER	0.625	2_M_PHASE	0.625	2_MITOTIC_CELL_CYCLE	0.625	2_MITOCHONDRIAL_MEMBRANE_ORGANIZATION_AND_BIOGENESIS	0.625	2_REGULATION_OF_CELL_CYCLE	0.625	1_KEGG_MELANOMA	0.563	2_REGULATION_OF_CELL_PROLIFERATION	0.563	2_REGULATION_OF_CYCLIN_DEPENDENT_PROTEIN_KINASE_ACTIVITY	0.500	2_MITOCHONDRIAL_TRANSPORT	0.438	0_HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.375	1_KEGG_OOCYTE_MEIOSIS	0.375	1_KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION	0.375	1_KEGG_SMALL_CELL_LUNG_CANCER	0.375	2_NEGATIVE_REGULATION_OF_CELLULAR_PROCESS	0.375	2_MITOSIS	0.375	2_M_PHASE_OF_MITOTIC_CELL_CYCLE	0.375	
BCL6	38	1_KEGG_CELL_CYCLE	0.289	2_CELL_CYCLE_GO_0007049	0.289	0_HALLMARK_G2M_CHECKPOINT	0.263	0_HALLMARK_E2F_TARGETS	0.263	1_KEGG_P53_SIGNALING_PATHWAY	0.237	2_M_PHASE	0.237	2_CELL_CYCLE_PROCESS	0.237	2_CELL_CYCLE_PHASE	0.237	2_REGULATION_OF_CELL_CYCLE	0.237	1_KEGG_PATHWAYS_IN_CANCER	0.211	2_CELL_PROLIFERATION_GO_0008283	0.184	1_KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION	0.158	2_MITOTIC_CELL_CYCLE	0.158	2_REGULATION_OF_CYCLIN_DEPENDENT_PROTEIN_KINASE_ACTIVITY	0.158	2_REGULATION_OF_CELL_PROLIFERATION	0.132	1_KEGG_OOCYTE_MEIOSIS	0.105	1_KEGG_SMALL_CELL_LUNG_CANCER	0.105	2_DNA_METABOLIC_PROCESS	0.105	2_REGULATION_OF_KINASE_ACTIVITY	0.105	2_REGULATION_OF_PROTEIN_KINASE_ACTIVITY	0.105	2_REGULATION_OF_TRANSFERASE_ACTIVITY	0.105	2_CELL_CYCLE_CHECKPOINT_GO_0000075	0.105	2_REGULATION_OF_CATALYTIC_ACTIVITY	0.105	2_MITOSIS	0.105	2_M_PHASE_OF_MITOTIC_CELL_CYCLE	0.105	
BRCA1	13	0_HALLMARK_E2F_TARGETS	0.769	2_CELL_CYCLE_GO_0007049	0.769	1_KEGG_CELL_CYCLE	0.692	2_REGULATION_OF_CELL_CYCLE	0.692	1_KEGG_P53_SIGNALING_PATHWAY	0.615	2_CELL_PROLIFERATION_GO_0008283	0.615	0_HALLMARK_G2M_CHECKPOINT	0.538	1_KEGG_PATHWAYS_IN_CANCER	0.538	2_CELL_CYCLE_PHASE	0.538	2_CELL_CYCLE_CHECKPOINT_GO_0000075	0.538	2_CELL_CYCLE_PROCESS	0.462	1_KEGG_SMALL_CELL_LUNG_CANCER	0.385	2_REGULATION_OF_CYCLIN_DEPENDENT_PROTEIN_KINASE_ACTIVITY	0.385	2_PROTEINACEOUS_EXTRACELLULAR_MATRIX	0.308	2_EXTRACELLULAR_REGION	0.308	2_EXTRACELLULAR_REGION_PART	0.308	2_EXTRACELLULAR_MATRIX	0.308	2_COLLAGEN	0.308	2_DNA_METABOLIC_PROCESS	0.308	2_M_PHASE	0.308	2_MITOTIC_CELL_CYCLE	0.308	2_RESPONSE_TO_DNA_DAMAGE_STIMULUS	0.308	2_REGULATION_OF_CELL_PROLIFERATION	0.308	0_HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.231	0_HALLMARK_ANGIOGENESIS	0.231	
CASP1	6	2_CELL_PROLIFERATION_GO_0008283	0.833	0_HALLMARK_G2M_CHECKPOINT	0.667	0_HALLMARK_E2F_TARGETS	0.667	1_KEGG_CELL_CYCLE	0.667	1_KEGG_P53_SIGNALING_PATHWAY	0.667	2_CELL_CYCLE_PROCESS	0.667	2_CELL_CYCLE_PHASE	0.667	2_CELL_CYCLE_GO_0007049	0.667	0_HALLMARK_ANGIOGENESIS	0.500	1_KEGG_FOCAL_ADHESION	0.500	1_KEGG_PATHWAYS_IN_CANCER	0.500	2_PROTEINACEOUS_EXTRACELLULAR_MATRIX	0.500	2_EXTRACELLULAR_MATRIX_PART	0.500	2_EXTRACELLULAR_REGION	0.500	2_EXTRACELLULAR_REGION_PART	0.500	2_EXTRACELLULAR_MATRIX	0.500	2_COLLAGEN	0.500	2_M_PHASE	0.500	2_REGULATION_OF_CYCLIN_DEPENDENT_PROTEIN_KINASE_ACTIVITY	0.500	2_REGULATION_OF_CELL_CYCLE	0.500	0_HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.333	0_HALLMARK_KRAS_SIGNALING_UP	0.333	1_KEGG_ECM_RECEPTOR_INTERACTION	0.333	1_KEGG_COLORECTAL_CANCER	0.333	1_KEGG_MELANOMA	0.333	
CASP2	12	0_HALLMARK_G2M_CHECKPOINT	0.917	0_HALLMARK_E2F_TARGETS	0.917	1_KEGG_CELL_CYCLE	0.917	1_KEGG_P53_SIGNALING_PATHWAY	0.917	2_CELL_CYCLE_GO_0007049	0.917	2_CELL_CYCLE_PROCESS	0.833	2_CELL_CYCLE_PHASE	0.833	2_M_PHASE	0.750	2_CELL_PROLIFERATION_GO_0008283	0.750	2_REGULATION_OF_CELL_CYCLE	0.750	1_KEGG_PATHWAYS_IN_CANCER	0.667	2_REGULATION_OF_CYCLIN_DEPENDENT_PROTEIN_KINASE_ACTIVITY	0.667	2_MITOTIC_CELL_CYCLE	0.583	1_KEGG_PANCREATIC_CANCER	0.417	1_KEGG_PROSTATE_CANCER	0.417	2_CELL_CYCLE_CHECKPOINT_GO_0000075	0.417	1_KEGG_GLIOMA	0.333	1_KEGG_SMALL_CELL_LUNG_CANCER	0.333	2_DNA_METABOLIC_PROCESS	0.333	2_REGULATION_OF_KINASE_ACTIVITY	0.333	2_REGULATION_OF_PROTEIN_KINASE_ACTIVITY	0.333	2_REGULATION_OF_TRANSFERASE_ACTIVITY	0.333	2_RESPONSE_TO_DNA_DAMAGE_STIMULUS	0.333	0_HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.250	1_KEGG_APOPTOSIS	0.250	
CBX3	6	2_CELL_PROLIFERATION_GO_0008283	0.833	0_HALLMARK_G2M_CHECKPOINT	0.667	1_KEGG_CELL_CYCLE	0.667	1_KEGG_P53_SIGNALING_PATHWAY	0.667	2_CELL_CYCLE_GO_0007049	0.667	2_REGULATION_OF_CELL_CYCLE	0.667	0_HALLMARK_E2F_TARGETS	0.500	1_KEGG_PATHWAYS_IN_CANCER	0.500	2_M_PHASE	0.500	2_CELL_CYCLE_PROCESS	0.500	2_MITOTIC_CELL_CYCLE	0.500	2_CELL_CYCLE_PHASE	0.500	2_MITOSIS	0.500	2_M_PHASE_OF_MITOTIC_CELL_CYCLE	0.500	0_HALLMARK_MITOTIC_SPINDLE	0.333	1_KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION	0.333	2_MICROTUBULE_CYTOSKELETON	0.333	2_NUCLEUS	0.333	2_CHROMOSOMEPERICENTRIC_REGION	0.333	2_CONDENSED_CHROMOSOME	0.333	2_CHROMOSOME	0.333	2_DNA_METABOLIC_PROCESS	0.333	2_REGULATION_OF_MITOSIS	0.333	2_CELL_CYCLE_CHECKPOINT_GO_0000075	0.333	2_CHROMOSOME_SEGREGATION	0.333	
CCNB2	2	0_HALLMARK_MITOTIC_SPINDLE	0.500	0_HALLMARK_G2M_CHECKPOINT	0.500	0_HALLMARK_E2F_TARGETS	0.500	0_HALLMARK_SPERMATOGENESIS	0.500	2_MICROTUBULE_CYTOSKELETON	0.500	2_NON_MEMBRANE_BOUND_ORGANELLE	0.500	2_SPINDLE	0.500	2_CYTOSKELETON	0.500	2_INTRACELLULAR_NON_MEMBRANE_BOUND_ORGANELLE	0.500	2_M_PHASE	0.500	2_CELL_CYCLE_PROCESS	0.500	2_MITOTIC_CELL_CYCLE	0.500	2_MITOSIS	0.500	2_CELL_CYCLE_GO_0007049	0.500	2_M_PHASE_OF_MITOTIC_CELL_CYCLE	0.500	2_MICROTUBULE_MOTOR_ACTIVITY	0.500	2_MOTOR_ACTIVITY	0.500	
CCND3	8	1_KEGG_CELL_CYCLE	0.875	1_KEGG_P53_SIGNALING_PATHWAY	0.750	2_REGULATION_OF_CYCLIN_DEPENDENT_PROTEIN_KINASE_ACTIVITY	0.750	0_HALLMARK_E2F_TARGETS	0.625	2_CELL_PROLIFERATION_GO_0008283	0.625	2_CELL_CYCLE_GO_0007049	0.625	2_REGULATION_OF_CELL_CYCLE	0.625	0_HALLMARK_G2M_CHECKPOINT	0.500	1_KEGG_PATHWAYS_IN_CANCER	0.500	1_KEGG_PROSTATE_CANCER	0.375	2_REGULATION_OF_KINASE_ACTIVITY	0.375	2_REGULATION_OF_PROTEIN_KINASE_ACTIVITY	0.375	2_REGULATION_OF_MOLECULAR_FUNCTION	0.375	2_SIGNAL_TRANSDUCTION	0.375	2_M_PHASE	0.375	2_REGULATION_OF_TRANSFERASE_ACTIVITY	0.375	2_CELL_CYCLE_PROCESS	0.375	2_MITOTIC_CELL_CYCLE	0.375	2_CELL_CYCLE_PHASE	0.375	0_HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.250	0_HALLMARK_ALLOGRAFT_REJECTION	0.250	1_KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	0.250	1_KEGG_CHEMOKINE_SIGNALING_PATHWAY	0.250	1_KEGG_FOCAL_ADHESION	0.250	1_KEGG_RENIN_ANGIOTENSIN_SYSTEM	0.250	
CCNE1	47	0_HALLMARK_E2F_TARGETS	0.936	1_KEGG_CELL_CYCLE	0.936	1_KEGG_P53_SIGNALING_PATHWAY	0.936	2_CELL_CYCLE_GO_0007049	0.936	0_HALLMARK_G2M_CHECKPOINT	0.915	2_REGULATION_OF_CELL_CYCLE	0.894	2_CELL_CYCLE_PROCESS	0.872	2_CELL_CYCLE_PHASE	0.851	2_CELL_PROLIFERATION_GO_0008283	0.830	2_M_PHASE	0.809	1_KEGG_PATHWAYS_IN_CANCER	0.745	2_REGULATION_OF_CYCLIN_DEPENDENT_PROTEIN_KINASE_ACTIVITY	0.745	2_MITOTIC_CELL_CYCLE	0.723	2_CELL_CYCLE_CHECKPOINT_GO_0000075	0.511	2_DNA_METABOLIC_PROCESS	0.489	2_REGULATION_OF_CELL_PROLIFERATION	0.489	2_REGULATION_OF_MOLECULAR_FUNCTION	0.426	2_MITOSIS	0.426	2_M_PHASE_OF_MITOTIC_CELL_CYCLE	0.426	1_KEGG_OOCYTE_MEIOSIS	0.404	1_KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION	0.404	1_KEGG_PANCREATIC_CANCER	0.404	2_REGULATION_OF_KINASE_ACTIVITY	0.383	2_REGULATION_OF_PROTEIN_KINASE_ACTIVITY	0.383	2_REGULATION_OF_TRANSFERASE_ACTIVITY	0.383	
CDC25B	11	1_KEGG_CELL_CYCLE	1.000	2_CELL_PROLIFERATION_GO_0008283	1.000	2_CELL_CYCLE_GO_0007049	1.000	2_REGULATION_OF_CELL_CYCLE	1.000	1_KEGG_P53_SIGNALING_PATHWAY	0.909	0_HALLMARK_G2M_CHECKPOINT	0.818	0_HALLMARK_E2F_TARGETS	0.818	2_M_PHASE	0.818	2_CELL_CYCLE_PROCESS	0.818	2_CELL_CYCLE_PHASE	0.818	2_MITOTIC_CELL_CYCLE	0.727	2_REGULATION_OF_CYCLIN_DEPENDENT_PROTEIN_KINASE_ACTIVITY	0.727	2_REGULATION_OF_CELL_PROLIFERATION	0.727	1_KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION	0.545	1_KEGG_PATHWAYS_IN_CANCER	0.545	2_CELL_CYCLE_CHECKPOINT_GO_0000075	0.455	1_KEGG_OOCYTE_MEIOSIS	0.364	1_KEGG_PANCREATIC_CANCER	0.364	2_DNA_METABOLIC_PROCESS	0.364	2_AGING	0.364	2_REGULATION_OF_CATALYTIC_ACTIVITY	0.364	2_MITOSIS	0.364	2_M_PHASE_OF_MITOTIC_CELL_CYCLE	0.364	1_KEGG_MELANOMA	0.273	1_KEGG_SMALL_CELL_LUNG_CANCER	0.273	
CEBPA	24	0_HALLMARK_G2M_CHECKPOINT	0.875	0_HALLMARK_E2F_TARGETS	0.875	2_CELL_PROLIFERATION_GO_0008283	0.875	2_CELL_CYCLE_GO_0007049	0.875	1_KEGG_CELL_CYCLE	0.833	1_KEGG_P53_SIGNALING_PATHWAY	0.833	1_KEGG_PATHWAYS_IN_CANCER	0.833	2_REGULATION_OF_CELL_CYCLE	0.833	2_M_PHASE	0.792	2_CELL_CYCLE_PROCESS	0.708	2_MITOTIC_CELL_CYCLE	0.708	2_CELL_CYCLE_PHASE	0.708	2_REGULATION_OF_CYCLIN_DEPENDENT_PROTEIN_KINASE_ACTIVITY	0.667	2_REGULATION_OF_CELL_PROLIFERATION	0.625	1_KEGG_OOCYTE_MEIOSIS	0.417	1_KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION	0.417	1_KEGG_PANCREATIC_CANCER	0.417	2_DNA_METABOLIC_PROCESS	0.417	2_MITOSIS	0.417	2_M_PHASE_OF_MITOTIC_CELL_CYCLE	0.417	2_CELL_CYCLE_CHECKPOINT_GO_0000075	0.375	2_AGING	0.333	1_KEGG_FOCAL_ADHESION	0.292	2_REGULATION_OF_KINASE_ACTIVITY	0.292	2_REGULATION_OF_PROTEIN_KINASE_ACTIVITY	0.292	
CHD7	3	0_HALLMARK_G2M_CHECKPOINT	0.667	0_HALLMARK_E2F_TARGETS	0.667	1_KEGG_CELL_CYCLE	0.667	1_KEGG_P53_SIGNALING_PATHWAY	0.667	2_DNA_METABOLIC_PROCESS	0.667	2_DNA_REPAIR	0.667	2_NUCLEOBASENUCLEOSIDENUCLEOTIDE_AND_NUCLEIC_ACID_METABOLIC_PROCESS	0.667	2_RESPONSE_TO_ENDOGENOUS_STIMULUS	0.667	2_M_PHASE	0.667	2_CELL_CYCLE_PROCESS	0.667	2_MITOTIC_CELL_CYCLE	0.667	2_CELL_CYCLE_PHASE	0.667	2_DNA_RECOMBINATION	0.667	2_CELL_CYCLE_GO_0007049	0.667	2_DNA_DEPENDENT_DNA_REPLICATION	0.667	2_RESPONSE_TO_DNA_DAMAGE_STIMULUS	0.667	2_REGULATION_OF_CELL_CYCLE	0.667	2_DNA_BINDING	0.667	0_HALLMARK_MITOTIC_SPINDLE	0.333	1_KEGG_DNA_REPLICATION	0.333	1_KEGG_OOCYTE_MEIOSIS	0.333	1_KEGG_PATHWAYS_IN_CANCER	0.333	2_ORGANELLE_PART	0.333	2_MICROTUBULE_CYTOSKELETON	0.333	2_SPINDLE_POLE	0.333	
