AATK	1	
ABCB1	6	1_KEGG_ABC_TRANSPORTERS	0.333	2_RESPONSE_TO_DRUG	0.333	
ADAMTS10	1	1_KEGG_MAPK_SIGNALING_PATHWAY	1.000	1_KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	1.000	1_KEGG_APOPTOSIS	1.000	1_KEGG_CELL_ADHESION_MOLECULES_CAMS	1.000	1_KEGG_JAK_STAT_SIGNALING_PATHWAY	1.000	1_KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	1.000	1_KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	1.000	1_KEGG_NEUROTROPHIN_SIGNALING_PATHWAY	1.000	1_KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	1.000	1_KEGG_PATHWAYS_IN_CANCER	1.000	1_KEGG_PROSTATE_CANCER	1.000	1_KEGG_SMALL_CELL_LUNG_CANCER	1.000	2_MEMBRANE	1.000	2_PLASMA_MEMBRANE_PART	1.000	2_PLASMA_MEMBRANE	1.000	
ADAMTS14	1	0_HALLMARK_G2M_CHECKPOINT	1.000	0_HALLMARK_COMPLEMENT	1.000	0_HALLMARK_E2F_TARGETS	1.000	0_HALLMARK_IL2_STAT5_SIGNALING	1.000	0_HALLMARK_ALLOGRAFT_REJECTION	1.000	1_KEGG_MAPK_SIGNALING_PATHWAY	1.000	1_KEGG_CELL_CYCLE	1.000	1_KEGG_APOPTOSIS	1.000	1_KEGG_CELL_ADHESION_MOLECULES_CAMS	1.000	1_KEGG_HEMATOPOIETIC_CELL_LINEAGE	1.000	1_KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	1.000	1_KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	1.000	1_KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	1.000	1_KEGG_PATHWAYS_IN_CANCER	1.000	1_KEGG_COLORECTAL_CANCER	1.000	1_KEGG_ENDOMETRIAL_CANCER	1.000	1_KEGG_PROSTATE_CANCER	1.000	1_KEGG_MELANOMA	1.000	1_KEGG_SMALL_CELL_LUNG_CANCER	1.000	2_PLASMA_MEMBRANE	1.000	2_DNA_METABOLIC_PROCESS	1.000	2_CELL_DEVELOPMENT	1.000	2_SIGNAL_TRANSDUCTION	1.000	2_PROGRAMMED_CELL_DEATH	1.000	2_MITOCHONDRIAL_MEMBRANE_ORGANIZATION_AND_BIOGENESIS	1.000	
ADAMTS17	1	
ADAMTS19	1	0_HALLMARK_DNA_REPAIR	1.000	0_HALLMARK_G2M_CHECKPOINT	1.000	0_HALLMARK_APOPTOSIS	1.000	0_HALLMARK_E2F_TARGETS	1.000	0_HALLMARK_MYC_TARGETS_V1	1.000	1_KEGG_DNA_REPLICATION	1.000	1_KEGG_CELL_CYCLE	1.000	1_KEGG_P53_SIGNALING_PATHWAY	1.000	1_KEGG_AXON_GUIDANCE	1.000	1_KEGG_ECM_RECEPTOR_INTERACTION	1.000	1_KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	1.000	1_KEGG_PATHWAYS_IN_CANCER	1.000	1_KEGG_BASAL_CELL_CARCINOMA	1.000	1_KEGG_SMALL_CELL_LUNG_CANCER	1.000	2_NUCLEAR_PART	1.000	2_ORGANELLE_LUMEN	1.000	2_NUCLEAR_LUMEN	1.000	2_NON_MEMBRANE_BOUND_ORGANELLE	1.000	2_NUCLEUS	1.000	2_MEMBRANE_ENCLOSED_LUMEN	1.000	2_INTRACELLULAR_NON_MEMBRANE_BOUND_ORGANELLE	1.000	2_NUCLEOLUS	1.000	2_CHROMOSOME	1.000	2_DNA_METABOLIC_PROCESS	1.000	2_DNA_REPAIR	1.000	
ADAMTS6	1	0_HALLMARK_G2M_CHECKPOINT	1.000	0_HALLMARK_E2F_TARGETS	1.000	0_HALLMARK_MYC_TARGETS_V1	1.000	0_HALLMARK_MYC_TARGETS_V2	1.000	1_KEGG_DNA_REPLICATION	1.000	1_KEGG_CELL_CYCLE	1.000	1_KEGG_P53_SIGNALING_PATHWAY	1.000	2_NUCLEOPLASM	1.000	2_ORGANELLE_PART	1.000	2_NUCLEAR_CHROMOSOME	1.000	2_NUCLEAR_PART	1.000	2_ORGANELLE_LUMEN	1.000	2_NUCLEAR_LUMEN	1.000	2_NON_MEMBRANE_BOUND_ORGANELLE	1.000	2_NUCLEUS	1.000	2_MEMBRANE_ENCLOSED_LUMEN	1.000	2_NUCLEOPLASM_PART	1.000	2_INTRACELLULAR_NON_MEMBRANE_BOUND_ORGANELLE	1.000	2_INTRACELLULAR_ORGANELLE_PART	1.000	2_MACROMOLECULAR_COMPLEX	1.000	2_CHROMOSOMAL_PART	1.000	2_PROTEIN_COMPLEX	1.000	2_NUCLEOLUS	1.000	2_CHROMOSOME	1.000	2_DNA_METABOLIC_PROCESS	1.000	
ADAMTS7	1	0_HALLMARK_G2M_CHECKPOINT	1.000	0_HALLMARK_E2F_TARGETS	1.000	1_KEGG_CELL_CYCLE	1.000	1_KEGG_PATHWAYS_IN_CANCER	1.000	1_KEGG_GLIOMA	1.000	1_KEGG_PROSTATE_CANCER	1.000	1_KEGG_NON_SMALL_CELL_LUNG_CANCER	1.000	2_NUCLEAR_PART	1.000	2_ORGANELLE_LUMEN	1.000	2_NUCLEAR_LUMEN	1.000	2_NUCLEUS	1.000	2_MEMBRANE_ENCLOSED_LUMEN	1.000	2_DNA_METABOLIC_PROCESS	1.000	2_BIOPOLYMER_METABOLIC_PROCESS	1.000	2_NUCLEOBASENUCLEOSIDENUCLEOTIDE_AND_NUCLEIC_ACID_METABOLIC_PROCESS	1.000	2_RESPONSE_TO_ENDOGENOUS_STIMULUS	1.000	2_REGULATION_OF_CELLULAR_METABOLIC_PROCESS	1.000	2_DNA_REPLICATION	1.000	2_POSITIVE_REGULATION_OF_BIOLOGICAL_PROCESS	1.000	2_REGULATION_OF_METABOLIC_PROCESS	1.000	2_REGULATION_OF_NUCLEOBASENUCLEOSIDENUCLEOTIDE_AND_NUCLEIC_ACID_METABOLIC_PROCESS	1.000	2_POSITIVE_REGULATION_OF_CELLULAR_PROCESS	1.000	2_RESPONSE_TO_DNA_DAMAGE_STIMULUS	1.000	2_DNA_BINDING	1.000	
ADCY1	2	0_HALLMARK_G2M_CHECKPOINT	0.500	0_HALLMARK_APOPTOSIS	0.500	0_HALLMARK_E2F_TARGETS	0.500	0_HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.500	1_KEGG_DNA_REPLICATION	0.500	1_KEGG_BASE_EXCISION_REPAIR	0.500	1_KEGG_MISMATCH_REPAIR	0.500	1_KEGG_CELL_CYCLE	0.500	1_KEGG_P53_SIGNALING_PATHWAY	0.500	1_KEGG_APOPTOSIS	0.500	1_KEGG_HEDGEHOG_SIGNALING_PATHWAY	0.500	1_KEGG_TGF_BETA_SIGNALING_PATHWAY	0.500	1_KEGG_AXON_GUIDANCE	0.500	1_KEGG_FOCAL_ADHESION	0.500	1_KEGG_ECM_RECEPTOR_INTERACTION	0.500	1_KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	0.500	1_KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	0.500	1_KEGG_PATHWAYS_IN_CANCER	0.500	1_KEGG_SMALL_CELL_LUNG_CANCER	0.500	2_NUCLEAR_REPLICATION_FORK	0.500	2_NUCLEAR_LUMEN	0.500	2_NON_MEMBRANE_BOUND_ORGANELLE	0.500	2_NUCLEUS	0.500	2_REPLICATION_FORK	0.500	2_INTRACELLULAR_NON_MEMBRANE_BOUND_ORGANELLE	0.500	
ADCY2	3	1_KEGG_PATHWAYS_IN_CANCER	1.000	1_KEGG_COLORECTAL_CANCER	1.000	1_KEGG_ENDOMETRIAL_CANCER	1.000	0_HALLMARK_E2F_TARGETS	0.667	1_KEGG_CELL_CYCLE	0.667	1_KEGG_P53_SIGNALING_PATHWAY	0.667	1_KEGG_WNT_SIGNALING_PATHWAY	0.667	1_KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION	0.667	1_KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	0.667	1_KEGG_PROSTATE_CANCER	0.667	2_NUCLEAR_PART	0.667	2_ORGANELLE_LUMEN	0.667	2_NUCLEAR_LUMEN	0.667	2_NUCLEUS	0.667	2_MEMBRANE_ENCLOSED_LUMEN	0.667	2_BIOPOLYMER_METABOLIC_PROCESS	0.667	2_RESPONSE_TO_ENDOGENOUS_STIMULUS	0.667	2_RESPONSE_TO_STRESS	0.667	2_CELL_PROLIFERATION_GO_0008283	0.667	2_POSITIVE_REGULATION_OF_BIOLOGICAL_PROCESS	0.667	2_POSITIVE_REGULATION_OF_CELLULAR_PROCESS	0.667	2_RESPONSE_TO_DNA_DAMAGE_STIMULUS	0.667	2_REGULATION_OF_CELL_PROLIFERATION	0.667	0_HALLMARK_IL6_JAK_STAT3_SIGNALING	0.333	0_HALLMARK_G2M_CHECKPOINT	0.333	
ADCY3	2	1_KEGG_OOCYTE_MEIOSIS	1.000	1_KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	1.000	1_KEGG_GAP_JUNCTION	1.000	1_KEGG_GNRH_SIGNALING_PATHWAY	1.000	1_KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION	1.000	1_KEGG_MELANOGENESIS	1.000	1_KEGG_VIBRIO_CHOLERAE_INFECTION	1.000	1_KEGG_DILATED_CARDIOMYOPATHY	1.000	1_KEGG_CALCIUM_SIGNALING_PATHWAY	0.500	1_KEGG_CHEMOKINE_SIGNALING_PATHWAY	0.500	1_KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION	0.500	
ADCY5	1	0_HALLMARK_E2F_TARGETS	1.000	0_HALLMARK_UV_RESPONSE_DN	1.000	1_KEGG_P53_SIGNALING_PATHWAY	1.000	1_KEGG_FOCAL_ADHESION	1.000	1_KEGG_ECM_RECEPTOR_INTERACTION	1.000	1_KEGG_GNRH_SIGNALING_PATHWAY	1.000	1_KEGG_PATHWAYS_IN_CANCER	1.000	1_KEGG_SMALL_CELL_LUNG_CANCER	1.000	1_KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	1.000	1_KEGG_DILATED_CARDIOMYOPATHY	1.000	2_INTEGRIN_COMPLEX	1.000	2_NUCLEOLUS	1.000	2_DNA_METABOLIC_PROCESS	1.000	2_BIOPOLYMER_METABOLIC_PROCESS	1.000	
ADCY7	2	1_KEGG_CHEMOKINE_SIGNALING_PATHWAY	1.000	1_KEGG_GAP_JUNCTION	1.000	1_KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION	1.000	1_KEGG_DILATED_CARDIOMYOPATHY	1.000	0_HALLMARK_G2M_CHECKPOINT	0.500	0_HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.500	1_KEGG_PURINE_METABOLISM	0.500	1_KEGG_MAPK_SIGNALING_PATHWAY	0.500	1_KEGG_CALCIUM_SIGNALING_PATHWAY	0.500	1_KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	0.500	1_KEGG_OOCYTE_MEIOSIS	0.500	1_KEGG_APOPTOSIS	0.500	1_KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	0.500	1_KEGG_AXON_GUIDANCE	0.500	1_KEGG_FOCAL_ADHESION	0.500	1_KEGG_ECM_RECEPTOR_INTERACTION	0.500	1_KEGG_CELL_ADHESION_MOLECULES_CAMS	0.500	1_KEGG_HEMATOPOIETIC_CELL_LINEAGE	0.500	1_KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	0.500	1_KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	0.500	1_KEGG_GNRH_SIGNALING_PATHWAY	0.500	1_KEGG_MELANOGENESIS	0.500	1_KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	0.500	1_KEGG_PATHWAYS_IN_CANCER	0.500	1_KEGG_COLORECTAL_CANCER	0.500	
ADD1	3	1_KEGG_TGF_BETA_SIGNALING_PATHWAY	0.333	2_NEGATIVE_REGULATION_OF_NUCLEOBASENUCLEOSIDENUCLEOTIDE_AND_NUCLEIC_ACID_METABOLIC_PROCESS	0.333	2_NEGATIVE_REGULATION_OF_DNA_BINDING	0.333	2_NEGATIVE_REGULATION_OF_TRANSCRIPTION	0.333	2_NEGATIVE_REGULATION_OF_BINDING	0.333	2_NEGATIVE_REGULATION_OF_TRANSCRIPTION_FACTOR_ACTIVITY	0.333	2_TRANSCRIPTION_REPRESSOR_ACTIVITY	0.333	
ADRBK1	1	0_HALLMARK_DNA_REPAIR	1.000	0_HALLMARK_G2M_CHECKPOINT	1.000	0_HALLMARK_APOPTOSIS	1.000	0_HALLMARK_E2F_TARGETS	1.000	0_HALLMARK_MYC_TARGETS_V1	1.000	0_HALLMARK_UV_RESPONSE_DN	1.000	0_HALLMARK_ALLOGRAFT_REJECTION	1.000	1_KEGG_PYRIMIDINE_METABOLISM	1.000	1_KEGG_DNA_REPLICATION	1.000	1_KEGG_BASE_EXCISION_REPAIR	1.000	1_KEGG_NUCLEOTIDE_EXCISION_REPAIR	1.000	1_KEGG_MISMATCH_REPAIR	1.000	1_KEGG_CELL_CYCLE	1.000	1_KEGG_CELL_ADHESION_MOLECULES_CAMS	1.000	1_KEGG_HEMATOPOIETIC_CELL_LINEAGE	1.000	1_KEGG_MELANOMA	1.000	2_NUCLEAR_PART	1.000	2_NON_MEMBRANE_BOUND_ORGANELLE	1.000	2_NUCLEUS	1.000	2_REPLICATION_FORK	1.000	2_INTRACELLULAR_NON_MEMBRANE_BOUND_ORGANELLE	1.000	2_CHROMOSOMAL_PART	1.000	2_CHROMOSOME	1.000	2_DNA_METABOLIC_PROCESS	1.000	2_DNA_REPAIR	1.000	
AGAP2	1	
AKAP11	1	
AKAP9	2	0_HALLMARK_DNA_REPAIR	0.500	0_HALLMARK_G2M_CHECKPOINT	0.500	0_HALLMARK_APOPTOSIS	0.500	0_HALLMARK_E2F_TARGETS	0.500	0_HALLMARK_MYC_TARGETS_V1	0.500	1_KEGG_DNA_REPLICATION	0.500	1_KEGG_BASE_EXCISION_REPAIR	0.500	1_KEGG_MISMATCH_REPAIR	0.500	1_KEGG_CELL_CYCLE	0.500	1_KEGG_APOPTOSIS	0.500	1_KEGG_AXON_GUIDANCE	0.500	1_KEGG_FOCAL_ADHESION	0.500	1_KEGG_ECM_RECEPTOR_INTERACTION	0.500	1_KEGG_PATHWAYS_IN_CANCER	0.500	1_KEGG_COLORECTAL_CANCER	0.500	1_KEGG_PROSTATE_CANCER	0.500	1_KEGG_SMALL_CELL_LUNG_CANCER	0.500	2_NUCLEOPLASM	0.500	2_ORGANELLE_PART	0.500	2_NUCLEAR_CHROMOSOME	0.500	2_NUCLEAR_PART	0.500	2_ORGANELLE_LUMEN	0.500	2_NUCLEAR_LUMEN	0.500	2_NON_MEMBRANE_BOUND_ORGANELLE	0.500	2_NUCLEUS	0.500	
